Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
54.0,183562.0,198902.2,671,0,Chennai,Premium,Agent,2023-09-04,Yes,Medium,29352.03,40,6.6,1.83562,15296.833333333334,-14055.196666666665,1.0835695841187174
18.0,132522.0,44880.43,814,3,Mumbai,Retail,Mobile,2022-01-31,No,Low,15886.88,37,10.0,1.32522,11043.5,-4843.379999999999,0.33866399541208253
47.0,88278.0,178242.56,702,8,Bangalore,Retail,Branch,2024-08-19,Yes,Low,1455.31,105,8.3,0.88278,7356.5,5901.1900000000005,2.0191050997983644
56.0,195604.0,185174.71,454,15,Mumbai,Premium,Online,2023-05-21,Yes,High,46418.1,81,8.7,1.95604,16300.333333333334,-30117.766666666663,0.9466816118279789
47.0,220113.0,79201.3,361,9,Pune,Premium,Agent,2024-06-03,Yes,High,24625.17,68,3.0,2.20113,18342.75,-6282.419999999998,0.35982109189370914
33.0,114152.0,151344.55801855895,396,15,Chennai,Corporate,Branch,2024-12-07,Yes,High,17335.39,77,2.5,1.14152,9512.666666666666,-7822.723333333333,1.325816087484748
43.0,77326.0,151344.55801855895,570,13,Mumbai,Premium,Agent,2022-04-17,Yes,Medium,5494.0,111,8.0,0.77326,6443.833333333333,949.833333333333,1.9572272976561436
46.0,78072.0,81885.0,637,4,Hyderabad,SME,Branch,2022-09-29,Yes,Medium,28874.54,46,3.6,0.78072,6506.0,-22368.54,1.04883953273901
45.0,139914.0,153685.43,665,2,Chennai,Premium,Agent,2025-09-06,Yes,Medium,46361.78,26,1.4,1.39914,11659.5,-34702.28,1.0984278199465385
56.0,74678.0,292553.99,356,12,Pune,Retail,Agent,2026-02-05,Yes,High,40760.49,37,9.3,0.74678,6223.166666666667,-34537.323333333334,3.917539168161975
27.0,117124.0,227805.31,638,8,Pune,Premium,Online,2025-11-10,Yes,Medium,7932.61,108,1.2,1.17124,9760.333333333334,1827.7233333333343,1.9449925719750008
68.0,109082.0,240106.46,545,1,Pune,Corporate,Mobile,2021-11-23,Yes,High,24625.17,71,4.5,1.09082,9090.166666666666,-15535.003333333332,2.201155644377624
35.0,47010.0,38332.4,622,9,Chennai,SME,Agent,2023-04-16,Yes,Medium,47851.73,148,8.9,0.4701,3917.5,-43934.23,0.8154094873431185
22.0,27261.0,136614.94,433,5,Chennai,Premium,Agent,2024-01-29,No,High,26329.88,54,4.5,0.27261,2271.75,-24058.13,5.011369355489527
56.0,139914.0,250644.07,433,3,Delhi,Retail,Mobile,2022-10-09,Yes,High,25287.39,107,5.9,1.39914,11659.5,-13627.89,1.7914152264962764
33.0,95910.0,202110.52,368,11,Hyderabad,Premium,Agent,2024-01-12,Yes,High,20770.07,29,9.6,0.9591,7992.5,-12777.57,2.107293504326973
47.0,201422.0,22915.48,471,12,Hyderabad,Corporate,Branch,2022-08-31,Yes,High,13678.3,140,1.7,2.01422,16785.166666666668,3106.8666666666686,0.11376850592288826
74.0,99813.0,238952.56,499,7,Mumbai,SME,Agent,2021-08-14,Yes,High,44088.83,142,3.1,0.99813,8317.75,-35771.08,2.394002384458938
47.0,39849.0,35868.6,670,0,Pune,Premium,Mobile,2025-06-04,Yes,Medium,25810.56,123,8.1,0.39849,3320.75,-22489.81,0.9001129262967703
64.0,139914.0,255894.6,625,6,Unknown,Premium,Branch,2022-12-14,Yes,Medium,15260.77,67,7.2,1.39914,11659.5,-3601.2700000000004,1.8289420644109953
67.0,223241.0,14035.75,570,1,Kolkata,Retail,Agent,2024-10-13,Yes,High,13320.42,36,2.2,2.23241,18603.416666666668,5282.996666666668,0.06287263540299497
44.0,224950.0,62192.7,474,14,Mumbai,Retail,Online,2022-03-26,No,High,5505.7,39,5.3,2.2495,18745.833333333332,13240.133333333331,0.2764734385418982
64.0,232738.0,74139.47,430,8,Pune,Premium,Mobile,2022-09-09,Yes,High,35576.71,137,7.0,2.32738,19394.833333333332,-16181.876666666667,0.31855335183768874
20.0,244724.0,246429.6,436,11,Chennai,SME,Mobile,2023-08-24,Yes,High,21594.5,136,8.1,2.44724,20393.666666666668,-1200.8333333333321,1.0069694839901278
39.0,52766.0,228868.0,365,3,Mumbai,Premium,Online,2026-02-20,Yes,High,44485.33,80,6.5,0.52766,4397.166666666667,-40088.16333333334,4.337414244020771
24.0,75669.0,95895.62,414,0,Bangalore,Premium,Online,2025-10-26,Yes,High,24672.74,138,8.7,0.75669,6305.75,-18366.99,1.267303915738281
47.0,57174.0,231134.17,840,6,Pune,Retail,Branch,2023-10-29,No,Low,48493.82,120,4.9,0.57174,4764.5,-43729.32,4.042644733620177
46.0,134458.0,56741.73,538,11,Delhi,Premium,Online,2024-11-21,No,High,6458.96,89,5.605416666666668,1.34458,11204.833333333334,4745.873333333334,0.4220033765190617
52.0,188730.0,125954.61,690,12,Kolkata,Retail,Online,2025-07-06,Yes,Medium,38337.76,139,1.4,1.8873,15727.5,-22610.260000000002,0.6673799078048005
47.0,137418.0,157726.87,621,6,Mumbai,Corporate,Agent,2025-12-20,Yes,Medium,13110.56,75,2.6,1.37418,11451.5,-1659.0599999999995,1.1477890087179263
74.0,120673.0,236030.85,318,13,Hyderabad,SME,Branch,2023-07-11,No,High,10032.52,73,7.1,1.20673,10056.083333333334,23.563333333333503,1.9559541073811044
66.0,157632.0,190301.92,660,15,Mumbai,Premium,Online,2025-10-31,Yes,Medium,24625.17,118,6.4,1.57632,13136.0,-11489.169999999998,1.2072543645960212
52.0,180072.0,48761.4,536,5,Hyderabad,SME,Agent,2021-07-23,No,High,48806.72,3,7.8,1.80072,15006.0,-33800.72,0.2707883513261362
68.0,187962.0,151344.55801855895,697,15,Delhi,SME,Branch,2025-06-19,No,Medium,7660.42,80,7.8,1.87962,15663.5,8003.08,0.8051869953424573
43.0,216703.0,123328.08,438,6,Hyderabad,Retail,Branch,2021-03-01,Yes,High,28300.81,107,5.605416666666668,2.16703,18058.583333333332,-10242.22666666667,0.5691110875253227
68.0,122539.0,211990.28,481,9,Bangalore,Corporate,Online,2023-02-08,No,High,29268.67,111,3.7,1.22539,10211.583333333334,-19057.086666666662,1.7299821281387966
18.0,223652.0,195884.9,604,12,Kolkata,Premium,Online,2025-03-08,Yes,Medium,29525.02,50,8.8,2.23652,18637.666666666668,-10887.353333333333,0.8758468513583603
43.0,66800.0,235050.02,548,7,Pune,Retail,Mobile,2022-12-08,No,High,11039.41,65,4.3,0.668,5566.666666666667,-5472.743333333333,3.518712874251497
37.0,178335.0,63265.87,372,3,Chennai,Premium,Online,2023-02-23,Yes,High,44169.51,10,2.4,1.78335,14861.25,-29308.260000000002,0.35475857234979113
64.0,48705.0,283399.72,824,3,Pune,Retail,Online,2025-10-29,No,Low,23116.28,140,5.6,0.48705,4058.75,-19057.53,5.818698696232419
59.0,71733.0,139144.27,319,2,Delhi,Premium,Agent,2025-04-17,Yes,High,23625.12,136,5.2,0.71733,5977.75,-17647.37,1.9397525546122425
26.0,140374.0,298457.39,440,14,Mumbai,Corporate,Mobile,2026-02-14,Yes,High,22841.13,66,8.2,1.40374,11697.833333333334,-11143.296666666667,2.1261586191175006
50.0,143154.0,242958.06,313,2,Chennai,SME,Mobile,2022-10-06,Yes,High,16749.48,137,6.4,1.43154,11929.5,-4819.98,1.697179680623664
37.0,33946.0,292377.54,584,13,Delhi,Premium,Branch,2021-07-11,No,Medium,18258.7,57,4.2,0.33946,2828.8333333333335,-15429.866666666667,8.613018912390267
30.0,120286.0,187896.71,850,11,Bangalore,SME,Mobile,2021-07-06,Yes,Low,2161.18,118,1.1,1.20286,10023.833333333334,7862.653333333334,1.5620829522970254
26.0,184033.0,12687.52,508,14,Bangalore,Corporate,Branch,2023-05-18,Yes,High,24625.17,101,5.605416666666668,1.84033,15336.083333333334,-9289.086666666664,0.06894154852662294
60.0,35800.0,85709.88,846,8,Bangalore,Premium,Agent,2021-07-25,Yes,Low,6985.22,6,6.4,0.358,2983.3333333333335,-4001.8866666666668,2.3941307262569835
60.0,202643.0,31901.19,744,0,Chennai,Premium,Mobile,2026-01-16,No,Low,24625.17,65,2.2,2.02643,16886.916666666668,-7738.25333333333,0.15742557107820157
56.0,153775.0,199985.13,312,13,Hyderabad,Premium,Online,2021-10-30,Yes,High,23727.62,124,2.4,1.53775,12814.583333333334,-10913.036666666665,1.3005048284831735
41.0,156234.0,168173.94,498,5,Hyderabad,Premium,Agent,2025-01-26,Yes,High,41479.58,110,4.5,1.56234,13019.5,-28460.08,1.0764234417604364
66.0,89315.0,201202.66,704,1,Delhi,Retail,Branch,2024-09-29,Yes,Low,28243.44,140,6.5,0.89315,7442.916666666667,-20800.52333333333,2.2527308962660246
71.0,230977.0,119468.34,624,4,Delhi,Premium,Online,2026-01-25,Yes,Medium,7418.7,133,9.3,2.30977,19248.083333333332,11829.383333333331,0.5172304601756885
27.0,124304.0,117547.19,784,8,Delhi,Corporate,Branch,2023-04-24,Yes,Low,40116.08,33,7.6,1.24304,10358.666666666666,-29757.413333333338,0.9456428594413696
25.0,53803.0,95394.77,316,14,Pune,Premium,Branch,2023-04-03,Yes,High,24625.17,55,4.3,0.53803,4483.583333333333,-20141.586666666666,1.7730381205508987
38.0,139914.0,259039.72,801,2,Hyderabad,Premium,Branch,2025-04-12,No,Low,24625.17,17,5.3,1.39914,11659.5,-12965.669999999998,1.8514210157668283
33.0,94252.0,117226.55,469,14,Chennai,Corporate,Mobile,2023-01-29,Yes,High,6155.3,80,8.2,0.94252,7854.333333333333,1699.0333333333328,1.2437566311590205
18.0,86929.0,265312.96,701,4,Chennai,Corporate,Branch,2026-01-13,Yes,Low,29858.74,55,8.3,0.86929,7244.083333333333,-22614.65666666667,3.0520650185783804
20.0,188399.0,184193.84,823,13,Hyderabad,Premium,Agent,2022-07-18,Yes,Low,35224.15,16,6.8,1.88399,15699.916666666666,-19524.233333333337,0.9776794993604
24.0,65785.0,151344.55801855895,664,9,Chennai,Retail,Agent,2023-02-12,Yes,Medium,10041.34,29,4.1,0.65785,5482.083333333333,-4559.256666666667,2.3005937222552095
29.0,182702.0,126715.36,478,7,Hyderabad,Premium,Online,2021-07-13,No,High,5503.29,135,6.9,1.82702,15225.166666666666,9721.876666666667,0.6935630699171328
67.0,246425.0,260591.89,679,5,Unknown,Corporate,Agent,2024-12-19,Yes,Medium,46629.18,59,7.0,2.46425,20535.416666666668,-26093.763333333332,1.057489662169017
24.0,89881.0,282134.55,848,1,Mumbai,Retail,Online,2025-12-13,Yes,Low,6944.37,48,1.2,0.89881,7490.083333333333,545.7133333333331,3.1389787608059545
50.0,202832.0,208000.55,839,12,Delhi,Premium,Online,2024-08-23,No,Low,24625.17,49,4.5,2.02832,16902.666666666668,-7722.50333333333,1.0254819259288475
19.0,103229.0,16657.51,777,10,Kolkata,Corporate,Online,2025-07-25,Yes,Low,37715.41,104,3.5,1.03229,8602.416666666666,-29112.99333333334,0.16136463590657663
47.0,165600.0,242027.27,759,1,Hyderabad,Premium,Agent,2026-02-06,No,Low,11563.19,12,9.7,1.656,13800.0,2236.8099999999995,1.4615173309178744
32.0,173554.0,90146.82,410,5,Hyderabad,Retail,Online,2023-10-08,Yes,High,39158.23,65,9.5,1.73554,14462.833333333334,-24695.396666666667,0.5194165504684422
28.0,71542.0,85368.69,338,7,Pune,Premium,Mobile,2026-01-02,No,High,5438.27,49,6.8,0.71542,5961.833333333333,523.5633333333326,1.1932667523971934
58.0,36190.0,135625.98,571,9,Kolkata,SME,Branch,2021-10-31,Yes,Medium,8247.14,105,5.2,0.3619,3015.8333333333335,-5231.3066666666655,3.7476092843326887
68.0,103797.0,219245.41,608,11,Delhi,Premium,Agent,2025-10-30,Yes,Medium,24625.17,122,9.0,1.03797,8649.75,-15975.419999999998,2.1122518955268457
67.0,167628.0,38982.41,425,4,Unknown,SME,Branch,2025-09-24,Yes,High,44371.64,50,5.605416666666668,1.67628,13969.0,-30402.64,0.2325530937552199
64.0,53380.0,232098.77,702,1,Pune,Premium,Online,2023-07-13,Yes,Low,37321.33,76,1.8,0.5338,4448.333333333333,-32872.996666666666,4.348047396028475
18.0,76195.0,1826.62,644,1,Hyderabad,Retail,Mobile,2021-09-20,Yes,High,49483.46,41,1.3,0.76195,6349.583333333333,-43133.87666666666,0.023972964105256248
63.0,87812.0,34439.08,808,1,Kolkata,Retail,Mobile,2024-08-19,No,Low,11710.0,118,5.8,0.87812,7317.666666666667,-4392.333333333333,0.39219104450416803
73.0,115373.0,81449.63,754,8,Kolkata,SME,Agent,2023-08-24,Yes,Low,592.7,86,1.1,1.15373,9614.416666666666,9021.716666666665,0.7059678607646503
42.0,61914.0,201316.59,373,0,Chennai,Retail,Branch,2026-01-17,Yes,High,47004.3,75,5.4,0.61914,5159.5,-41844.8,3.251551991472042
49.0,197760.0,173112.2,790,6,Kolkata,SME,Online,2025-04-18,Yes,Low,43265.87,37,8.4,1.9776,16480.0,-26785.870000000003,0.8753650889967638
68.0,139914.0,41879.66,805,4,Hyderabad,Corporate,Branch,2025-11-17,Yes,Low,24625.17,145,7.2,1.39914,11659.5,-12965.669999999998,0.29932429921237336
31.0,93910.0,151344.55801855895,606,9,Mumbai,SME,Branch,2024-07-29,Yes,Medium,49883.69,104,1.1,0.9391,7825.833333333333,-42057.85666666667,1.6115915027000207
75.0,238277.0,151344.55801855895,428,8,Chennai,SME,Mobile,2023-02-24,No,High,47960.65,124,1.3,2.38277,19856.416666666668,-28104.233333333334,0.6351622608080467
35.0,231636.0,105123.98,453,9,Chennai,Retail,Online,2023-10-18,No,High,34544.77,8,5.5,2.31636,19303.0,-15241.769999999997,0.45383265122865185
29.0,177267.0,26460.51,743,12,Pune,Corporate,Branch,2025-11-30,No,Low,13410.02,148,2.4,1.77267,14772.25,1362.2299999999996,0.1492692379292254
23.0,109416.0,22990.74,479,12,Chennai,Premium,Mobile,2023-02-19,Yes,High,6057.5,8,4.4,1.09416,9118.0,3060.5,0.21012228558894497
33.0,68472.0,24311.58,838,8,Delhi,Premium,Online,2022-05-14,Yes,Low,34682.36,126,5.2,0.68472,5706.0,-28976.36,0.3550587101296881
75.0,38669.0,133309.6,364,2,Bangalore,Premium,Online,2023-05-26,Yes,High,24625.17,21,2.6,0.38669,3222.4166666666665,-21402.75333333333,3.447454032946288
33.0,115827.0,24814.64,373,8,Mumbai,Premium,Branch,2024-03-15,Yes,High,24625.17,142,3.9,1.15827,9652.25,-14972.919999999998,0.21423882169097014
36.0,227779.0,153690.1,757,12,Chennai,Corporate,Agent,2024-06-30,Yes,Low,14937.11,102,9.0,2.27779,18981.583333333332,4044.4733333333315,0.6747334038695403
54.0,80731.0,942.27,650,11,Bangalore,Retail,Branch,2024-09-14,No,High,37504.94,96,7.6,0.80731,6727.583333333333,-30777.35666666667,0.01167172461631839
19.0,172977.0,292856.09,643,1,Mumbai,Corporate,Online,2024-03-21,Yes,Medium,9012.53,22,2.7,1.72977,14414.75,5402.219999999999,1.6930348543447975
62.0,211481.0,263206.68,758,7,Kolkata,Corporate,Mobile,2024-01-23,No,Low,30034.81,126,9.7,2.11481,17623.416666666668,-12411.393333333333,1.2445878353138107
51.0,102475.0,182063.2,618,0,Delhi,Retail,Mobile,2025-01-10,No,Medium,34295.82,37,4.6,1.02475,8539.583333333334,-25756.236666666664,1.7766596730909978
42.0,174130.0,153491.57,515,1,Chennai,SME,Branch,2023-08-24,Yes,High,14158.17,48,1.2,1.7413,14510.833333333334,352.66333333333387,0.8814768850858554
47.0,34110.0,154405.09,445,14,Hyderabad,Retail,Online,2021-04-15,No,High,7240.62,34,6.5,0.3411,2842.5,-4398.12,4.526681031955438
26.0,77098.0,9164.84,544,6,Kolkata,SME,Agent,2022-02-12,Yes,High,17797.66,133,5.8,0.77098,6424.833333333333,-11372.826666666668,0.11887260369918805
75.0,139914.0,181651.43,779,10,Delhi,SME,Mobile,2024-03-11,No,Low,49122.1,4,8.0,1.39914,11659.5,-37462.6,1.2983077461869434
62.0,151888.0,281717.13,655,2,Unknown,Retail,Branch,2023-03-30,Yes,Medium,22485.14,53,9.1,1.51888,12657.333333333334,-9827.806666666665,1.85476884283156
62.0,74437.0,248916.86,301,10,Delhi,Retail,Online,2021-09-15,No,High,6141.12,140,4.2,0.74437,6203.083333333333,61.96333333333314,3.343993712804116
47.0,86550.0,171542.75,786,1,Delhi,Corporate,Mobile,2025-07-12,No,Low,2227.84,37,3.1,0.8655,7212.5,4984.66,1.9820075101097632
39.0,113199.0,35103.52,715,10,Kolkata,Retail,Agent,2022-06-26,Yes,Low,15557.03,67,7.8,1.13199,9433.25,-6123.780000000001,0.3101045062235532
36.0,180683.0,48844.51,454,0,Kolkata,Retail,Branch,2022-01-28,Yes,High,12238.83,20,3.2,1.80683,15056.916666666666,2818.086666666666,0.27033262675514574
47.0,53982.0,128248.7,746,8,Chennai,Corporate,Online,2025-04-18,No,Low,3198.87,43,1.6,0.53982,4498.5,1299.63,2.3757678485421065
19.0,37857.0,147579.33,642,1,Mumbai,Premium,Online,2024-10-28,Yes,Medium,6496.36,106,4.8,0.37857,3154.75,-3341.6099999999997,3.8983366352325852
47.0,72055.0,251897.9,506,6,Delhi,Retail,Online,2021-03-23,Yes,High,46696.3,101,6.9,0.72055,6004.583333333333,-40691.71666666667,3.495911456526265
36.0,30901.0,226159.52,784,5,Unknown,Premium,Branch,2021-04-13,Yes,Low,25653.79,25,4.0,0.30901,2575.0833333333335,-23078.70666666667,7.318841461441377
59.0,25281.0,3908.87,381,12,Delhi,Premium,Branch,2024-09-20,Yes,High,33004.52,102,8.3,0.25281,2106.75,-30897.769999999997,0.15461690597682054
23.0,107617.0,112959.09,743,9,Pune,Retail,Mobile,2022-10-23,Yes,Low,47236.63,42,2.5,1.07617,8968.083333333334,-38268.54666666666,1.049639833855246
66.0,114709.0,241228.7,560,8,Kolkata,Retail,Mobile,2021-06-01,Yes,Medium,14803.41,17,3.7,1.14709,9559.083333333334,-5244.326666666666,2.1029622784611495
43.0,92990.0,45206.25,328,8,Delhi,SME,Mobile,2024-10-05,Yes,High,7731.49,54,9.2,0.9299,7749.166666666667,17.676666666667188,0.48614098290138724
32.0,179946.0,253177.38,827,1,Kolkata,SME,Mobile,2025-02-27,No,Low,39975.7,111,7.3,1.79946,14995.5,-24980.199999999997,1.406963088926678
19.0,93099.0,13635.75,369,0,Unknown,Premium,Mobile,2022-07-24,Yes,High,16640.49,57,2.5,0.93099,7758.25,-8882.240000000002,0.14646505333032578
43.0,136453.0,149193.73,639,15,Hyderabad,Corporate,Branch,2022-10-10,Yes,Medium,35738.16,6,7.1,1.36453,11371.083333333334,-24367.076666666668,1.0933708309820964
25.0,90160.0,138855.59,486,1,Bangalore,Premium,Online,2022-05-17,Yes,High,16070.03,70,5.2,0.9016,7513.333333333333,-8556.696666666667,1.5401019299023957
23.0,190009.0,99661.67,488,0,Unknown,Corporate,Mobile,2024-09-08,Yes,High,570.2,113,1.1,1.90009,15834.083333333334,15263.883333333333,0.5245102600403139
18.0,179268.0,9785.38,831,5,Bangalore,SME,Branch,2024-02-04,No,High,33864.3,105,7.5,1.79268,14939.0,-18925.300000000003,0.05458520204386728
59.0,93760.0,193341.08,595,4,Kolkata,SME,Mobile,2021-11-27,No,Medium,4871.48,82,7.9,0.9376,7813.333333333333,2941.8533333333335,2.062084897610921
70.0,238883.0,148402.56,730,2,Pune,Retail,Mobile,2024-07-28,Yes,Low,47793.0,118,5.4,2.38883,19906.916666666668,-27886.083333333332,0.6212353327779708
29.0,79615.0,151344.55801855895,849,11,Pune,Premium,Mobile,2025-08-31,Yes,Low,7144.8,126,4.9,0.79615,6634.583333333333,-510.21666666666715,1.9009553227225893
42.0,43073.0,235907.32,531,0,Pune,Premium,Online,2025-03-24,No,High,38217.5,17,7.0,0.43073,3589.4166666666665,-34628.083333333336,5.476918719383373
67.0,139914.0,100686.98,308,9,Bangalore,Corporate,Mobile,2024-11-14,Yes,High,26028.94,112,5.4,1.39914,11659.5,-14369.439999999999,0.719634775647898
19.0,233497.0,151344.55801855895,408,15,Pune,Premium,Branch,2023-04-01,Yes,High,24625.17,130,9.9,2.33497,19458.083333333332,-5167.086666666666,0.6481648929903123
27.0,36093.0,149790.88,517,11,Delhi,Premium,Agent,2021-05-31,No,High,14219.45,145,6.1,0.36093,3007.75,-11211.7,4.150136591582855
58.0,139914.0,76007.15,629,5,Mumbai,Premium,Online,2023-08-24,Yes,Medium,5762.14,129,4.4,1.39914,11659.5,5897.36,0.5432419200365939
43.0,119788.0,151344.55801855895,791,4,Unknown,Premium,Online,2021-08-29,No,Low,14940.33,73,4.6,1.19788,9982.333333333334,-4957.996666666666,1.2634367216963214
58.0,49596.0,37537.58,741,10,Hyderabad,Corporate,Mobile,2024-05-06,No,Low,49809.27,120,5.4,0.49596,4133.0,-45676.27,0.756867086055327
64.0,206480.0,2611.84,499,13,Kolkata,Retail,Online,2024-05-05,Yes,High,26794.34,18,5.6,2.0648,17206.666666666668,-9587.673333333332,0.012649360712901977
48.0,155406.0,268718.02,597,11,Bangalore,Corporate,Online,2022-03-15,Yes,Medium,24625.17,85,6.8,1.55406,12950.5,-11674.669999999998,1.7291354259166314
49.0,139793.0,162220.37,416,2,Mumbai,Retail,Online,2023-06-03,Yes,High,1408.26,41,8.8,1.39793,11649.416666666666,10241.156666666666,1.1604327112230226
68.0,233347.0,93573.57,497,7,Chennai,Corporate,Mobile,2021-09-27,Yes,High,39590.74,15,1.6,2.33347,19445.583333333332,-20145.156666666666,0.4010060982142475
66.0,179351.0,202674.03,570,14,Bangalore,Corporate,Agent,2025-10-13,No,Medium,37783.39,92,5.3,1.79351,14945.916666666666,-22837.473333333335,1.1300412598758858
47.0,195954.0,248024.03,407,12,Bangalore,Premium,Branch,2025-06-27,No,High,14285.35,17,9.2,1.95954,16329.5,2044.1499999999996,1.2657257825816264
49.0,187396.0,124783.17,326,1,Mumbai,Retail,Mobile,2022-04-01,Yes,High,4230.07,135,4.9,1.87396,15616.333333333334,11386.263333333334,0.6658795812077098
35.0,43489.0,248546.44,338,11,Hyderabad,Corporate,Online,2021-12-15,Yes,High,31093.12,116,4.3,0.43489,3624.0833333333335,-27469.036666666667,5.715156476350342
44.0,139914.0,112741.5,415,6,Kolkata,Premium,Mobile,2023-08-22,Yes,High,34344.67,72,3.4,1.39914,11659.5,-22685.17,0.805791414726189
68.0,25526.0,189763.23,389,13,Unknown,Premium,Agent,2025-04-11,Yes,High,13968.17,110,6.7,0.25526,2127.1666666666665,-11841.003333333334,7.434115411737053
66.0,101272.0,151344.55801855895,692,0,Pune,Premium,Mobile,2023-05-03,Yes,Medium,39156.19,113,1.9,1.01272,8439.333333333334,-30716.856666666667,1.4944363498159308
72.0,193876.0,212436.55,461,12,Hyderabad,Corporate,Agent,2023-11-29,Yes,High,11806.71,16,8.1,1.93876,16156.333333333334,4349.623333333335,1.0957341290309268
43.0,170363.0,267567.93,395,6,Pune,SME,Online,2024-07-13,Yes,High,29999.11,107,7.5,1.70363,14196.916666666666,-15802.193333333335,1.5705753596731684
24.0,139914.0,151344.55801855895,324,1,Bangalore,SME,Branch,2023-02-15,Yes,High,9814.64,54,8.3,1.39914,11659.5,1844.8600000000006,1.0816970283070955
47.0,177826.0,218958.09,754,10,Chennai,Premium,Mobile,2021-02-24,Yes,Low,24625.17,71,1.1,1.77826,14818.833333333334,-9806.336666666664,1.231305264696951
41.0,52083.0,294032.7,454,13,Mumbai,SME,Branch,2023-03-22,No,High,18325.83,133,9.0,0.52083,4340.25,-13985.580000000002,5.6454639709694145
45.0,129061.0,268392.84,367,5,Delhi,Retail,Branch,2022-07-21,Yes,High,49208.9,135,4.2,1.29061,10755.083333333334,-38453.816666666666,2.079581283269152
18.0,93008.0,153817.92,570,1,Bangalore,Premium,Online,2021-09-06,No,Medium,10119.15,95,1.7,0.93008,7750.666666666667,-2368.4833333333327,1.6538138654739378
30.0,139914.0,151344.55801855895,455,12,Kolkata,Premium,Agent,2023-05-22,Yes,High,9242.38,123,4.6,1.39914,11659.5,2417.120000000001,1.0816970283070955
43.0,151209.0,115271.89,570,11,Unknown,Retail,Agent,2021-06-13,Yes,Medium,9823.17,119,4.2,1.51209,12600.75,2777.58,0.7623348477934514
47.0,171451.0,142706.35,842,9,Chennai,Premium,Agent,2024-08-27,Yes,Low,21439.22,144,3.4,1.71451,14287.583333333334,-7151.636666666667,0.8323448098873731
23.0,201072.0,151344.55801855895,564,5,Kolkata,SME,Branch,2022-01-13,No,Medium,14379.51,29,5.605416666666668,2.01072,16756.0,2376.49,0.7526883803739901
62.0,223137.0,164224.45,357,13,Bangalore,Premium,Mobile,2021-10-08,No,High,14032.5,101,5.6,2.23137,18594.75,4562.25,0.7359803618404837
37.0,65583.0,157577.53,400,13,Mumbai,Retail,Online,2023-07-19,No,High,35392.4,77,5.605416666666668,0.65583,5465.25,-29927.15,2.4027191497796685
51.0,30075.0,89634.86,530,3,Kolkata,Retail,Branch,2024-08-13,No,High,28357.12,68,3.0,0.30075,2506.25,-25850.87,2.980377722360765
42.0,211339.0,147779.7,328,8,Pune,Retail,Agent,2021-10-14,No,High,38639.22,76,1.7,2.11339,17611.583333333332,-21027.63666666667,0.6992542786707613
43.0,191216.0,124148.24,808,2,Bangalore,Premium,Online,2022-07-21,Yes,Low,46706.9,84,7.3,1.91216,15934.666666666666,-30772.233333333337,0.6492565475692411
35.0,117447.0,124739.25,410,14,Pune,Premium,Online,2026-03-06,Yes,High,14296.01,127,9.3,1.17447,9787.25,-4508.76,1.0620897085493883
39.0,96947.0,232887.14,688,9,Bangalore,Retail,Branch,2022-08-13,Yes,Medium,46585.92,39,4.3,0.96947,8078.916666666667,-38507.003333333334,2.402210898738486
70.0,198672.0,151344.55801855895,628,13,Chennai,Retail,Agent,2025-09-02,Yes,High,13491.59,86,4.3,1.98672,16556.0,3064.41,0.7617810160392957
51.0,198540.0,14597.3,525,13,Mumbai,SME,Branch,2022-09-10,No,High,34700.57,26,7.0,1.9854,16545.0,-18155.57,0.07352321950236727
30.0,124071.0,151344.55801855895,728,5,Delhi,Retail,Mobile,2025-07-08,Yes,Low,3700.94,90,7.1,1.24071,10339.25,6638.3099999999995,1.2198221826096263
53.0,104751.0,109678.71,303,9,Pune,Corporate,Mobile,2023-07-12,No,High,22548.97,87,1.7,1.04751,8729.25,-13819.720000000001,1.0470421284761005
64.0,135384.0,276710.25,432,9,Delhi,Retail,Agent,2023-10-12,Yes,High,7607.08,42,6.9,1.35384,11282.0,3674.92,2.043891818826449
20.0,133212.0,210792.06,495,3,Unknown,SME,Mobile,2024-11-29,Yes,High,11742.76,33,9.1,1.33212,11101.0,-641.7600000000002,1.5823804161787227
70.0,84182.0,15568.59,498,6,Mumbai,Corporate,Online,2025-05-30,Yes,High,19684.53,69,8.4,0.84182,7015.166666666667,-12669.363333333331,0.18493965455798153
71.0,245971.0,111348.48,799,5,Mumbai,Premium,Mobile,2023-06-27,Yes,Low,32637.52,63,9.7,2.45971,20497.583333333332,-12139.936666666668,0.45268946339202587
19.0,130865.0,116217.78,728,14,Delhi,Retail,Branch,2022-01-29,Yes,Low,45647.19,74,6.1,1.30865,10905.416666666666,-34741.77333333334,0.8880738165284835
38.0,137217.0,77451.98,682,15,Mumbai,Corporate,Online,2025-01-06,Yes,Medium,33746.32,142,7.7,1.37217,11434.75,-22311.57,0.564448865665333
69.0,68619.0,258940.66,529,13,Hyderabad,Corporate,Mobile,2023-02-25,Yes,High,10970.27,110,5.3,0.68619,5718.25,-5252.02,3.773600023317157
